officename,pincode,officetype,deliverystatus,divisionname,regionname,circlename,taluk,districtname,statename,telephone,relatedsuboffice,relatedheadoffice,discom
Gharwasipur B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Ghazipur S.O (Fatehpur),212621,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05183-224230,,Fatehpur H.O,PuVVNL
Ghoori Bujurg B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Gohrari B.O,212631,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Amauli S.O,Fatehpur H.O,PuVVNL
Gugauli B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Guneer B.O,212664,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Malwan R.S. S.O,Fatehpur H.O,PuVVNL
Hardon B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Hariharganj B.O,212601,B.O directly a/w Head Office,Non-Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Hasaupur B.O,212650,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Chheolaha S.O,Fatehpur H.O,PuVVNL
Haswa S.O,212645,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05180-243236,,Fatehpur H.O,PuVVNL
Hathgaon S.O,212652,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05182-259305,,Fatehpur H.O,PuVVNL
Husainganj S.O (Fatehpur),212651,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05180-241236,,Fatehpur H.O,PuVVNL
Ijura Bujurg B.O,212653,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Erayan S.O,Fatehpur H.O,PuVVNL
Itaily B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Jafarganj B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Jafrabad B.O,212635,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bindki S.O,Fatehpur H.O,PuVVNL
Jahangirnagar Gahura B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Jairampur B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Jam B.O,212641,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Dhata S.O,Fatehpur H.O,PuVVNL
Jamraon S.O,212654,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Jarauli B.O,212620,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Asother S.O,Fatehpur H.O,PuVVNL
Jonihan B.O,212635,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bindki S.O,Fatehpur H.O,PuVVNL
Kalyanpur B.O,212664,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Malwan R.S. S.O,Fatehpur H.O,PuVVNL
Kalyanpur Kachrauli B.O,212641,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Dhata S.O,Fatehpur H.O,PuVVNL
Kandhi B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Kandhiya B.O,212620,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Asother S.O,Fatehpur H.O,PuVVNL
Kapil Kalan B.O,212659,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kora Jahanabad S.O,Fatehpur H.O,PuVVNL
Karmon B.O,212650,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Chheolaha S.O,Fatehpur H.O,PuVVNL
Kasba Sohan B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Kaseruwa B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Katoghan B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Katra Kasimpur B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Kaundar B.O,212620,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Asother S.O,Fatehpur H.O,PuVVNL
Kaunh B.O,212631,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Amauli S.O,Fatehpur H.O,PuVVNL
Khadra B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Khaga S.O,212655,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05182-260403,,Fatehpur H.O,PuVVNL
Khaga Town S.O,212655,S.O,Non-Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05182-260846,,Fatehpur H.O,PuVVNL
Khajuha S.O,212657,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05181-258313,,Fatehpur H.O,PuVVNL
Khakhreru S.O,212656,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05182-264338,,Fatehpur H.O,PuVVNL
Kharai B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Kharsendwa B.O,212641,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Dhata S.O,Fatehpur H.O,PuVVNL
Khas Mau B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Khesahan B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Khotila Sijauli B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Khuta B.O,212635,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bindki S.O,Fatehpur H.O,PuVVNL
Kishandaspur B.O,212654,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Jamraon S.O,Fatehpur H.O,PuVVNL
Kishanpur S.O (Fatehpur),212658,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05182-263221,,Fatehpur H.O,PuVVNL
Kora Jahanabad S.O,212659,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05181-253220,,Fatehpur H.O,PuVVNL
Korai B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Korra Kanak B.O,212661,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Lalauli S.O,Fatehpur H.O,PuVVNL
Korsam B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Kot B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Kotiya B.O,212664,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Malwan R.S. S.O,Fatehpur H.O,PuVVNL
Kulli B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Kumbhipur B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Kusumbhi B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Ladigaon B.O,212663,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahua S.O,Fatehpur H.O,PuVVNL
Lalauli S.O,212661,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05183-232220,,Fatehpur H.O,PuVVNL
Lalpur B.O,212635,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bindki S.O,Fatehpur H.O,PuVVNL
Lamehata B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Lateefpur B.O,212645,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Haswa S.O,Fatehpur H.O,PuVVNL
Laugaon B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Madokipur B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Mahakhera B.O,212661,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Lalauli S.O,Fatehpur H.O,PuVVNL
Mahana B.O,212661,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Lalauli S.O,Fatehpur H.O,PuVVNL
Mahoi B.O,212645,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Haswa S.O,Fatehpur H.O,PuVVNL
Mahraha B.O,212635,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bindki S.O,Fatehpur H.O,PuVVNL
Makarandpur B.O,212631,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Amauli S.O,Fatehpur H.O,PuVVNL
Malaon B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Malookbari B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Malwan R.S. S.O,212664,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05181-291255,,Fatehpur H.O,PuVVNL
Malwan Town S.O,212664,S.O,Non-Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Manawan B.O,212620,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Asother S.O,Fatehpur H.O,PuVVNL
Manda Sarai B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Mandraon B.O,212635,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bindki S.O,Fatehpur H.O,PuVVNL
Mandwan B.O,212653,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Erayan S.O,Fatehpur H.O,PuVVNL
Mauhar S.O,212665,S.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,05181-251028,,Fatehpur H.O,PuVVNL
Maujmabad B.O,212651,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Husainganj S.O (Fatehpur),Fatehpur H.O,PuVVNL
Mawai B.O,212651,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Husainganj S.O (Fatehpur),Fatehpur H.O,PuVVNL
Mawaiya B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Meoli B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Mirai B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Missi B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Mohamdabad B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Mohammad Pur Gaunti B.O,212653,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Erayan S.O,Fatehpur H.O,PuVVNL
Muraon B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Musafa B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Muttaur B.O,212663,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahua S.O,Fatehpur H.O,PuVVNL
Naraicha B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Naraini B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Narauli B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Narsinghpur Kabraha B.O,212641,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Dhata S.O,Fatehpur H.O,PuVVNL
Naugaon B.O,212654,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Jamraon S.O,Fatehpur H.O,PuVVNL
Nizamuddinpur B.O,212650,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Chheolaha S.O,Fatehpur H.O,PuVVNL
Padhara B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Paharpur B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Paigamberpur B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Paina Khurd B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Pallawan B.O,212641,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Dhata S.O,Fatehpur H.O,PuVVNL
Pamrauli B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Patti B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Pauli B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Purain B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Purani Bindki S.O,212635,S.O,Non-Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Raipur Bhasraul B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Raipur Muwari B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Ram Nagar Kauhan B.O,212620,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Asother S.O,Fatehpur H.O,PuVVNL
Ramwan B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Rari B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Rari Bujurg B.O,212664,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Malwan R.S. S.O,Fatehpur H.O,PuVVNL
Rewari Bujurg B.O,212664,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Malwan R.S. S.O,Fatehpur H.O,PuVVNL
Rithwa Awajipur B.O,212631,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Amauli S.O,Fatehpur H.O,PuVVNL
Rithwan Bhairwan B.O,212620,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Asother S.O,Fatehpur H.O,PuVVNL
Sahjahanpur Selraha B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Saibasi B.O,212663,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahua S.O,Fatehpur H.O,PuVVNL
Saidpur Pachmai B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Salempur B.O,212650,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Chheolaha S.O,Fatehpur H.O,PuVVNL
Salhepur B.O,212631,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Amauli S.O,Fatehpur H.O,PuVVNL
Sangaon B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Saraisaba B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Sarauli B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Sarkandi B.O,212658,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Kishanpur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Sarkee B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Sawant B.O,212622,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahrampur S.O,Fatehpur H.O,PuVVNL
Selawan B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Semramanapur B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Sewramau B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Shadipur B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Shah B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Shahpur B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Shankha B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Sheorajpur B.O,212665,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Mauhar S.O,Fatehpur H.O,PuVVNL
Sidhaon B.O,212663,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahua S.O,Fatehpur H.O,PuVVNL
Silmi B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
Sithaura B.O,212652,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Hathgaon S.O,Fatehpur H.O,PuVVNL
Sothrapur B.O,212656,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khakhreru S.O,Fatehpur H.O,PuVVNL
Suketi B.O,212621,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Ghazipur S.O (Fatehpur),Fatehpur H.O,PuVVNL
Sultangarh B.O,212657,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khajuha S.O,Fatehpur H.O,PuVVNL
Sultanpurghosh B.O,212653,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Erayan S.O,Fatehpur H.O,PuVVNL
Tapani B.O,212663,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Bahua S.O,Fatehpur H.O,PuVVNL
Tarapur B.O,212664,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Malwan R.S. S.O,Fatehpur H.O,PuVVNL
Teliyani B.O,212601,B.O directly a/w Head Office,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,,Fatehpur H.O,PuVVNL
Teni B.O,212655,B.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,fatehpur,UTTAR PRADESH,,Khaga S.O,Fatehpur H.O,PuVVNL
